date,close,gain,loss,avg_gain,avg_loss,rsi
242,1225.72,8.14,0,12.88,7.94,61.87
243,1253.9,28.18,0,13.98,7.37,65.46
244,1254.99,1.08,0,13.06,6.85,65.6
245,1249.67,0,5.32,12.12,6.74,64.28
246,1247.84,0,1.83,11.26,6.39,63.8
247,1249.96,2.12,0,10.61,5.93,64.13
248,1263.05,13.09,0,10.78,5.51,66.19
249,1287.32,24.27,0,11.75,5.11,69.67
250,1331.31,43.99,0,14.05,4.75,74.74
251,1321.2,0,10.11,13.05,5.13,71.77
252,1327.69,6.48,0,12.58,4.77,72.52
253,1349.89,22.2,0,13.26,4.42,74.99
254,1408.44,58.56,0,16.5,4.11,80.06
255,1442.24,33.8,0,17.74,3.82,82.3
256,1485.82,43.57,0,19.58,3.54,84.68
257,1499.36,13.54,0,19.15,3.29,85.34
258,1506.04,6.68,0,18.26,3.05,85.67
259,1547.82,41.77,0,19.94,2.84,87.55
260,1557.88,10.07,0,19.23,2.63,87.95
261,1633.38,75.5,0,23.25,2.45,90.48
262,1700.18,66.8,0,26.36,2.27,92.07
263,1747.32,47.14,0,27.85,2.11,92.96
264,1808.78,61.46,0,30.25,1.96,93.92
265,1700.77,0,108.01,28.09,9.53,74.66
266,1751.73,50.96,0,29.72,8.85,77.05
267,1767.71,15.98,0,28.74,8.22,77.76
268,1696.13,0,71.58,26.69,12.75,67.68
269,1716.32,20.18,0,26.22,11.84,68.9
270,1804.45,88.14,0,30.64,10.99,73.6
271,1889.41,84.96,0,34.52,10.2,77.19
272,1972.9,83.49,0,38.02,9.48,80.05
273,2043.42,70.52,0,40.34,8.8,82.09
274,2053.88,10.46,0,38.21,8.17,82.38
275,2109.4,55.52,0,39.44,7.59,83.87
276,2292.7,183.31,0,49.72,7.04,87.59
277,2448.13,155.43,0,57.27,6.54,89.75
278,2366.97,0,81.16,53.18,11.87,81.75
279,2262.36,0,104.61,49.38,18.5,72.75
280,2082.84,0,179.52,45.85,30.0,60.45
281,2219.49,136.64,0,52.34,27.85,65.27
282,2286.27,66.78,0,53.37,25.86,67.36
283,2167.64,0,118.62,49.56,32.49,60.4
284,2329.08,161.43,0,57.55,30.17,65.61
285,2436.04,106.96,0,61.08,28.01,68.56
286,2514.23,78.19,0,62.3,26.01,70.54
287,2562.54,48.31,0,61.3,24.16,71.73
288,2556.41,0,6.13,56.92,22.87,71.34
289,2721.55,165.15,0,64.65,21.23,75.28
290,2903.44,181.89,0,73.03,19.72,78.74
291,2716.06,0,187.39,67.81,31.69,68.15
292,2824.2,108.14,0,70.69,29.43,70.61
293,2817.06,0,7.14,65.64,27.84,70.22
294,2937.45,120.39,0,69.55,25.85,72.9
295,3013.71,76.26,0,70.03,24.0,74.47
296,2701.26,0,312.46,65.03,44.61,59.31
297,2736.19,34.93,0,62.88,41.42,60.29
298,2503.4,0,232.79,58.39,55.09,51.45
299,2444.49,0,58.91,54.22,55.36,49.48
300,2513.81,69.32,0,55.3,51.41,51.82
301,2683.57,169.76,0,63.47,47.74,57.08
302,2577.22,0,106.35,58.94,51.92,53.16
303,2620.14,42.92,0,57.79,48.21,54.52
304,2777.79,157.66,0,64.93,44.77,59.19
305,2717.0,0,60.79,60.29,45.91,56.77
306,2724.91,7.91,0,56.55,42.64,57.01
307,2737.75,12.83,0,53.43,39.59,57.44
308,2618.42,0,119.33,49.61,45.29,52.28
309,2606.86,0,11.55,46.07,42.88,51.79
310,2488.19,0,118.67,42.78,48.29,46.97
311,2531.35,43.15,0,42.8,44.84,48.84
312,2575.44,44.09,0,42.89,41.64,50.74
313,2561.68,0,13.76,39.83,39.65,50.12
314,2490.75,0,70.93,36.99,41.88,46.9
315,2439.82,0,50.93,34.34,42.53,44.68
316,2518.55,78.73,0,37.51,39.49,48.72
317,2576.71,58.17,0,38.99,36.67,51.53
318,2611.0,34.28,0,38.65,34.05,53.17
319,2607.22,0,3.78,35.89,31.89,52.95
320,2612.67,5.45,0,33.72,29.61,53.24
321,2509.22,0,103.45,31.31,34.88,47.3
322,2563.2,53.98,0,32.93,32.39,50.41
323,2519.22,0,43.98,30.58,33.22,47.93
324,2363.52,0,155.7,28.39,41.97,40.35
325,2353.91,0,9.61,26.36,39.66,39.93
326,2387.33,33.42,0,26.87,36.82,42.18
327,2364.32,0,23.01,24.95,35.84,41.04
328,2228.73,0,135.59,23.17,42.96,35.03
329,2033.29,0,195.44,21.51,53.85,28.54
330,1927.1,0,106.19,19.98,57.59,25.75
331,2181.29,254.19,0,36.71,53.48,40.7
332,2303.89,122.6,0,42.84,49.66,46.31
333,2274.62,0,29.27,39.78,48.2,45.21
334,2766.83,492.2,0,72.1,44.76,61.7
335,2658.07,0,108.75,66.95,49.33,57.58
336,2802.35,144.27,0,72.47,45.81,61.27
337,2731.6,0,70.74,67.29,47.59,58.58
338,2751.35,19.74,0,63.9,44.19,59.12
339,2563.75,0,187.6,59.33,54.43,52.15
340,2507.39,0,56.36,55.1,54.57,50.24
341,2649.44,142.05,0,61.31,50.67,54.75
342,2798.83,149.39,0,67.6,47.05,58.96
343,2720.1,0,78.73,62.77,49.31,56.0
344,2740.32,20.22,0,59.73,45.79,56.6
345,2871.37,131.04,0,64.82,42.52,60.39
346,2737.76,0,133.6,60.19,49.03,55.11
347,2697.85,0,39.91,55.89,48.38,53.6
348,2777.37,79.52,0,57.58,44.92,56.18
349,2845.9,68.53,0,58.36,41.71,58.32
350,3237.07,391.17,0,82.14,38.73,67.95
351,3189.73,0,47.34,76.27,39.35,65.97
352,3356.71,166.98,0,82.75,36.54,69.37
353,3410.45,53.74,0,80.68,33.93,70.4
354,3330.9,0,79.55,74.91,37.19,66.83
355,3367.91,37.01,0,72.21,34.53,67.65
356,3562.59,194.68,0,80.95,32.06,71.63
357,3800.14,237.55,0,92.14,29.77,75.58
358,4023.25,223.11,0,101.5,27.65,78.59
359,4175.7,152.44,0,105.13,25.67,80.37
360,4149.31,0,26.39,97.62,25.72,79.15
361,4262.56,113.25,0,98.74,23.89,80.52
362,4286.92,24.36,0,93.43,22.18,80.81
363,4097.69,0,189.23,86.75,34.11,71.78
364,4115.21,17.53,0,81.81,31.68,72.09
365,4001.23,0,113.98,75.97,37.55,66.92
366,3935.23,0,66.0,70.54,39.59,64.05
367,4008.42,73.19,0,70.73,36.76,65.8
368,4069.08,60.66,0,70.01,34.13,67.22
369,4167.29,98.21,0,72.02,31.69,69.44
370,4199.89,32.6,0,69.21,29.43,70.16
371,4123.51,0,76.38,64.26,32.78,66.22
372,4116.47,0,7.04,59.67,30.95,65.85
373,4216.24,99.77,0,62.54,28.74,68.52
374,4394.06,177.82,0,70.77,26.68,72.62
375,4553.81,159.74,0,77.13,24.78,75.69
376,4702.94,149.13,0,82.27,23.01,78.15
377,4863.19,160.25,0,87.84,21.36,80.44
378,4556.6,0,306.6,81.57,41.74,66.15
379,4632.46,75.86,0,81.16,38.76,67.68
380,4317.19,0,315.28,75.36,58.51,56.3
381,4447.88,130.69,0,79.31,54.33,59.35
382,4592.25,144.37,0,83.96,50.45,62.47
383,4584.82,0,7.43,77.96,47.38,62.2
384,4285.21,0,299.61,72.4,65.39,52.54
385,4245.61,0,39.6,67.22,63.55,51.4
386,4132.66,0,112.94,62.42,67.08,48.2
